ID	aNode	bNode	weight	used
103    1    6    65.60487786742691    false
104    1    7    72.11102550927978    false
105    1    8    68.0    false
106    1    9    78.89233169326408    false
107    1    10    85.88364221433555    false
108    1    11    93.03762679690406    false
109    1    12    100.31948963187563    false
110    1    13    107.70329614269008    false
111    1    14    97.40636529508737    false
112    1    15    101.27191120937731    false
113    1    16    117.09824934643558    false
114    1    17    125.02799686470227    false
115    1    18    132.9661611087573    false
116    1    19    140.91131963046828    false
117    1    20    148.86235252742716    false
118    1    21    145.60219778561037    false
119    1    22    130.29197979921864    false
120    1    23    122.70289320142373    false
121    1    24    137.92751719653333    false
122    1    25    153.3101431738944    false
123    1    26    161.04657711357916    false
124    1    27    168.80758276807353    false
125    1    28    174.9514218290323    false
126    1    29    185.55861607589122    false
127    1    30    186.76188047886004    false
128    1    31    188.29763673503712    false
129    1    32    201.24611797498108    false
130    1    33    209.87615395751848    false
131    1    34    225.7432169523594    false
132    1    35    226.87441459979573    false
133    1    36    235.42302351299458    false
134    1    37    234.19649869287116    false
135    1    38    233.23807579381202    false
136    1    39    232.55106965997814    false
137    1    40    232.13789005675054    false
138    1    41    232.0    false
139    1    42    232.13789005675054    false
140    1    43    248.12899870833317    false
141    1    44    248.0    false
142    1    45    248.12899870833317    false
143    1    46    248.51559307214507    false
144    1    47    249.15858403835898    false
145    1    48    250.05599372940455    false
146    1    49    251.20509548972132    false
147    1    50    259.10615585122633    false
148    1    51    257.9922479455536    false
149    1    52    257.12253887981115    false
150    1    53    256.4995126701024    false
151    1    54    256.12496949731394    false
152    1    55    256.0    false
153    1    56    256.12496949731394    false
154    1    57    256.4995126701024    false
155    1    58    248.51559307214507    false
156    1    59    232.55106965997814    false
157    1    60    233.23807579381202    false
158    1    61    241.8677324489565    false
159    1    62    249.80792621532248    false
160    1    63    257.9922479455536    false
161    1    64    259.10615585122633    false
162    1    65    267.0131082924582    false
163    1    66    273.87588429797904    false
164    1    67    272.73430293969255    false
165    1    68    280.713376952364    false
166    1    69    281.82263926093657    false
167    1    70    282.842712474619    false
168    1    71    284.08449447303525    false
169    1    72    285.545092761196    false
170    1    73    287.22116913625985    false
171    1    74    289.10897599348243    false
172    1    75    281.3680863211036    false
173    1    76    291.20439557122074    false
174    1    77    293.50298124550625    false
175    1    78    277.04151313476467    false
176    1    79    270.7027890510181    false
177    1    80    268.2088738278434    false
178    1    81    265.9323222175146    false
179    1    82    263.8787600395303    false
180    1    83    262.0534296665472    false
181    1    84    260.4611295375953    false
182    1    85    252.23005372080465    false
183    1    86    254.24397731313127    false
184    1    87    256.632032295269    false
185    1    88    259.97692205270835    false
186    1    89    258.7121953059036    false
187    1    90    261.48040079516477    false
188    1    91    264.4617174564213    false
189    1    92    276.3186566267287    false
190    1    93    283.7463656154912    false
191    1    94    291.20439557122074    false
192    1    95    294.15642097360376    false
193    1    96    286.77517326295873    false
194    1    97    279.42798714516766    false
195    1    98    271.0350530835449    false
196    1    99    261.19724347703215    false
197    2    3    16.1245154965971    false
198    2    4    27.784887978899608    false
199    2    5    33.94112549695428    false
200    2    6    49.51767361255979    false
201    2    7    55.31726674375732    false
202    2    8    50.47771785649585    false
203    2    9    61.61168720299745    false
204    2    10    68.26419266350405    false
205    2    11    75.17978451685    false
206    2    12    82.29216244576394    false
207    2    13    89.55445270895244    false
208    2    14    79.12016177940993    false
209    2    15    82.87339742040264    false
210    2    16    98.73196037757987    false
211    2    17    106.6770828247567    false
212    2    18    114.6298390472568    false
213    2    19    122.58874336577564    false
214    2    20    130.5526713629407    false
215    2    21    127.20062892926276    false
216    2    22    111.94641575325224    false
217    2    23    104.4030650891055    false
218    2    24    119.54915307102765    false
219    2    25    134.892549831338    false
220    2    26    142.61837188805654    false
221    2    27    150.37286989347513    false
222    2    28    156.52475842498527    false
223    2    29    167.20047846821492    false
224    2    30    168.34488409215172    false
225    2    31    169.85876486069242    false
226    2    32    182.82231811242303    false
227    2    33    191.5097908724251    false
228    2    34    207.39334608419819    false
229    2    35    208.47062143141417    false
230    2    36    217.00691233230336    false
231    2    37    215.82400237230334    false
232    2    38    214.93254755853056    false
233    2    39    214.3361845326169    false
234    2    40    214.03737991294884    false
235    2    41    214.03737991294884    false
236    2    42    214.3361845326169    false
237    2    43    230.31283073246266    false
238    2    44    230.0347799790284    false
239    2    45    230.0347799790284    false
240    2    46    230.31283073246266    false
241    2    47    230.8679276123039    false
242    2    48    231.69807940507405    false
243    2    49    232.80034364235806    false
244    2    50    240.7072911234722    false
245    2    51    239.64139876073165    false
246    2    52    238.83885781003056    false
247    2    53    238.30232898568156    false
248    2    54    238.03361107205006    false
249    2    55    238.03361107205006    false
250    2    56    238.30232898568156    false
251    2    57    238.83885781003056    false
252    2    58    230.8679276123039    false
253    2    59    214.93254755853056    false
254    2    60    215.82400237230334    false
255    2    61    224.58851261807672    false
256    2    62    232.4994623649698    false
257    2    63    240.7072911234722    false
258    2    64    242.03305559365234    false
259    2    65    249.9039815609187    false
260    2    66    256.5384961365448    false
261    2    67    255.13133872576296    false
262    2    68    263.09694030908076    false
263    2    69    264.4617174564213    false
264    2    70    265.6689669494727    false
265    2    71    267.1104640406287    false
266    2    72    268.7824399026097    false
267    2    73    270.6806236138819    false
268    2    74    272.80029325497435    false
269    2    75    265.1263849563072    false
270    2    76    275.13632984395207    false
271    2    77    277.68327281274975    false
272    2    78    261.2661478263114    false
273    2    79    255.16269319788896    false
274    2    80    252.38858928247924    false
275    2    81    249.83994876720575    false
276    2    82    247.52373623553763    false
277    2    83    245.446531855718    false
278    2    84    243.61444948935193    false
279    2    85    235.3720459187964    false
280    2    86    237.69728648009425    false
281    2    87    240.41630560342617    false
282    2    88    244.18026128252055    false
283    2    89    243.26117651610582    false
284    2    90    246.3331078032346    false
285    2    91    249.6237168219398    false
286    2    92    261.357992033915    false
287    2    93    268.66335812685736    false
288    2    94    276.00724628168734    false
289    2    95    279.23466833471804    false
290    2    96    271.977940281928    false
291    2    97    264.76404589747455    false
292    2    98    256.82678987987214    false
293    2    99    247.329739416836    false
294    3    4    16.0    false
295    3    5    18.867962264113206    false
296    3    6    34.40930106817051    false
297    3    7    39.59797974644666    false
298    3    8    34.40930106817051    false
299    3    9    45.60701700396552    false
300    3    10    52.15361924162119    false
301    3    11    59.0592922409336    false
302    3    12    66.2117814289874    false
303    3    13    73.53910524340094    false
304    3    14    63.245553203367585    false
305    3    15    68.11754546370561    false
306    3    16    84.09518416651456    false
307    3    17    92.0869154657707    false
308    3    18    100.07996802557443    false
309    3    19    108.07404868885037    false
310    3    20    116.06894502837527    false
311    3    21    111.57060544785082    false
312    3    22    96.16652224137046    false
313    3    23    88.54377448471462    false
314    3    24    103.84603988597736    false
315    3    25    119.33147112141039    false
316    3    26    127.12198865656563    false
317    3    27    134.937022347464    false
318    3    28    141.4213562373095    false
319    3    29    152.47294842036735    false
320    3    30    153.3101431738944    false
321    3    31    154.55743269089325    false
322    3    32    167.72596698186004    false
323    3    33    176.72577627499618    false
324    3    34    192.66551326067673    false
325    3    35    193.49418595916518    false
326    3    36    201.9504889818294    false
327    3    37    200.9975124224178    false
328    3    38    200.3596765818911    false
329    3    39    200.0399960007998    false
330    3    40    200.0399960007998    false
331    3    41    200.3596765818911    false
332    3    42    200.9975124224178    false
333    3    43    216.92394980729998    false
334    3    44    216.33307652783935    false
335    3    45    216.03703386225243    false
336    3    46    216.03703386225243    false
337    3    47    216.33307652783935    false
338    3    48    216.92394980729998    false
339    3    49    217.8072542409917    false
340    3    50    225.7432169523594    false
341    3    51    224.89108474992955    false
342    3    52    224.32119828495925    false
343    3    53    224.03571143904713    false
344    3    54    224.03571143904713    false
345    3    55    224.32119828495925    false
346    3    56    224.89108474992955    false
347    3    57    225.7432169523594    false
348    3    58    217.8072542409917    false
349    3    59    201.9504889818294    false
350    3    60    203.2141727340886    false
351    3    61    212.19802072592478    false
352    3    62    220.04544985070697    false
353    3    63    228.2805291740844    false
354    3    64    229.95651762887695    false
355    3    65    237.7561776274173    false
356    3    66    244.0    false
357    3    67    242.1239352067449    false
358    3    68    250.05599372940455    false
359    3    69    251.87298386289865    false
360    3    70    253.39297543538967    false
361    3    71    255.15485494107298    false
362    3    72    257.1536505671269    false
363    3    73    259.3838853899756    false
364    3    74    261.83964558485025    false
365    3    75    254.27544120500508    false
366    3    76    264.51464987784703    false
367    3    77    267.4023186137323    false
368    3    78    251.07767722360344    false
369    3    79    245.30796970339142    false
370    3    80    242.15697388264496    false
371    3    81    239.23210486889087    false
372    3    82    236.5417510715603    false
373    3    83    234.0939982143925    false
374    3    84    231.89652865017192    false
375    3    85    223.6515146382872    false
376    3    86    226.45087767549057    false
377    3    87    229.65191050805564    false
378    3    88    234.0    false
379    3    89    233.5551326774901    false
380    3    90    237.0232056149777    false
381    3    91    240.7072911234722    false
382    3    92    252.253840406841    false
383    3    93    259.3838853899756    false
384    3    94    266.5633133047382    false
385    3    95    270.1407040784487    false
386    3    96    263.0589287593181    false
387    3    97    256.03124809288414    false
388    3    98    248.68453912537467    false
389    3    99    239.63305281200255    false
390    4    5    10.0    false
391    4    6    23.323807579381203    false
392    4    7    30.463092423455635    false
393    4    8    28.284271247461902    false
394    4    9    37.94733192202055    false
395    4    10    45.60701700396552    false
396    4    11    53.36665625650534    false
397    4    12    61.18823416311342    false
398    4    13    69.05070600652827    false
399    4    14    60.13318551349163    false
400    4    15    69.05070600652827    false
401    4    16    84.8528137423857    false
402    4    17    92.77930803794561    false
403    4    18    100.71742649611338    false
404    4    19    108.664621657649    false
405    4    20    116.61903789690601    false
406    4    21    108.664621657649    false
407    4    22    92.77930803794561    false
408    4    23    84.8528137423857    false
409    4    24    100.71742649611338    false
410    4    25    116.61903789690601    false
411    4    26    124.57929201917949    false
412    4    27    132.54433220624713    false
413    4    28    140.05713120009278    false
414    4    29    152.0526224699857    false
415    4    30    152.0526224699857    false
416    4    31    152.47294842036735    false
417    4    32    166.19265928433782    false
418    4    33    176.0    false
419    4    34    192.0    false
420    4    35    192.16659439142902    false
421    4    36    200.3596765818911    false
422    4    37    200.0399960007998    false
423    4    38    200.0399960007998    false
424    4    39    200.3596765818911    false
425    4    40    200.9975124224178    false
426    4    41    201.9504889818294    false
427    4    42    203.2141727340886    false
428    4    43    218.97945109073592    false
429    4    44    217.8072542409917    false
430    4    45    216.92394980729998    false
431    4    46    216.33307652783935    false
432    4    47    216.03703386225243    false
433    4    48    216.03703386225243    false
434    4    49    216.33307652783935    false
435    4    50    224.32119828495925    false
436    4    51    224.03571143904713    false
437    4    52    224.03571143904713    false
438    4    53    224.32119828495925    false
439    4    54    224.89108474992955    false
440    4    55    225.7432169523594    false
441    4    56    226.87441459979573    false
442    4    57    228.2805291740844    false
443    4    58    220.43593173527768    false
444    4    59    204.78281177872327    false
445    4    60    206.64946164943183    false
446    4    61    215.93517545782115    false
447    4    62    223.6515146382872    false
448    4    63    231.89652865017192    false
449    4    64    234.0939982143925    false
450    4    65    241.76021178018522    false
451    4    66    247.38633753705963    false
452    4    67    244.75293665245368    false
453    4    68    252.6024544615511    false
454    4    69    255.15485494107298    false
455    4    70    257.1536505671269    false
456    4    71    259.3838853899756    false
457    4    72    261.83964558485025    false
458    4    73    264.51464987784703    false
459    4    74    267.4023186137323    false
460    4    75    260.0    false
461    4    76    270.4958410031474    false
462    4    77    273.7882393383616    false
463    4    78    257.6198750096739    false
464    4    79    252.253840406841    false
465    4    80    248.67649667791284    false
466    4    81    245.30796970339142    false
467    4    82    242.15697388264496    false
468    4    83    239.23210486889087    false
469    4    84    236.5417510715603    false
470    4    85    228.32433072276814    false
471    4    86    231.7584949899356    false
472    4    87    235.5674001214939    false
473    4    88    240.60756430336932    false
474    4    89    240.7072911234722    false
475    4    90    244.59762877019065    false
476    4    91    248.68453912537467    false
477    4    92    260.0    false
478    4    93    266.92320993124594    false
479    4    94    273.90509305231984    false
480    4    95    277.8488797889961    false
481    4    96    270.9686328710392    false
482    4    97    264.1514716975849    false
483    4    98    257.41017850893155    false
484    4    99    248.8051446413438    false
485    5    6    15.620499351813308    false
486    5    7    21.633307652783937    false
487    5    8    18.439088914585774    false
488    5    9    28.635642126552707    false
489    5    10    36.05551275463989    false
490    5    11    43.68065933568311    false
491    5    12    51.419840528729765    false
492    5    13    59.22837157984339    false
493    5    14    50.15974481593781    false
494    5    15    59.22837157984339    false
495    5    16    74.96665925596525    false
496    5    17    82.87339742040264    false
497    5    18    90.79647570252934    false
498    5    19    98.73196037757987    false
499    5    20    106.6770828247567    false
500    5    21    98.73196037757987    false
501    5    22    82.87339742040264    false
502    5    23    74.96665925596525    false
503    5    24    90.79647570252934    false
504    5    25    106.6770828247567    false
505    5    26    114.6298390472568    false
506    5    27    122.58874336577564    false
507    5    28    130.06152390311286    false
508    5    29    142.0563268566381    false
509    5    30    142.0563268566381    false
510    5    31    142.50614021858848    false
511    5    32    156.20499351813308    false
512    5    33    166.0    false
513    5    34    182.0    false
514    5    35    182.17573932881405    false
515    5    36    190.3785702225962    false
516    5    37    190.04210059878838    false
517    5    38    190.04210059878838    false
518    5    39    190.3785702225962    false
519    5    40    191.049731745428    false
520    5    41    192.0520762709948    false
521    5    42    193.380454027805    false
522    5    43    209.1219739769114    false
523    5    44    207.8942038634074    false
524    5    45    206.9685966517626    false
525    5    46    206.3492185592182    false
526    5    47    206.03883129157958    false
527    5    48    206.03883129157958    false
528    5    49    206.3492185592182    false
529    5    50    214.3361845326169    false
530    5    51    214.03737991294884    false
531    5    52    214.03737991294884    false
532    5    53    214.3361845326169    false
533    5    54    214.93254755853056    false
534    5    55    215.82400237230334    false
535    5    56    217.00691233230336    false
536    5    57    218.47654336335515    false
537    5    58    210.64662351910604    false
538    5    59    195.02820308868152    false
539    5    60    196.98730923589977    false
540    5    61    206.32013958894075    false
541    5    62    214.00934559032697    false
542    5    63    222.25210910135362    false
543    5    64    224.54398232862977    false
544    5    65    232.18096390531244    false
545    5    66    237.69728648009425    false
546    5    67    234.95531490051465    false
547    5    68    242.79209212822397    false
548    5    69    245.446531855718    false
549    5    70    247.52373623553763    false
550    5    71    249.83994876720575    false
551    5    72    252.38858928247924    false
552    5    73    255.16269319788896    false
553    5    74    258.15499220429575    false
554    5    75    250.79872407968904    false
555    5    76    261.357992033915    false
556    5    77    264.76404589747455    false
557    5    78    248.65236777477105    false
558    5    79    243.41733709824368    false
559    5    80    239.70815588961506    false
560    5    81    236.21176939348302    false
561    5    82    232.93775992741064    false
562    5    83    229.89562849258357    false
563    5    84    227.09469390542793    false
564    5    85    218.8880992653552    false
565    5    86    222.46797522340154    false
566    5    87    226.43321311150447    false
567    5    88    231.67218218853984    false
568    5    89    231.94827009486403    false
569    5    90    235.98305023878305    false
570    5    91    240.21656895393374    false
571    5    92    251.4358765172544    false
572    5    93    258.2789190003706    false
573    5    94    265.18672666632466    false
574    5    95    269.2582403567252    false
575    5    96    262.4576156258378    false
576    5    97    255.7264163124334    false
577    5    98    249.23884127479008    false
578    5    99    240.84019598065436    false
579    6    7    8.0    false
580    6    8    11.313708498984761    false
581    6    9    16.0    false
582    6    10    24.0    false
583    6    11    32.0    false
584    6    12    40.0    false
585    6    13    48.0    false
586    6    14    40.792156108742276    false
587    6    15    53.665631459994955    false
588    6    16    68.35202996254024    false
589    6    17    75.8946638440411    false
590    6    18    83.5224520712844    false
591    6    19    91.21403400793103    false
592    6    20    98.95453501482385    false
593    6    21    88.0    false
594    6    22    72.0    false
595    6    23    64.0    false
596    6    24    80.0    false
597    6    25    96.0    false
598    6    26    104.0    false
599    6    27    112.0    false
600    6    28    120.26637102698326    false
601    6    29    132.9661611087573    false
602    6    30    132.24220203853233    false
603    6    31    132.0    false
604    6    32    146.05478424207814    false
605    6    33    156.46085772486356    false
606    6    34    172.41809649801846    false
607    6    35    172.04650534085255    false
608    6    36    180.0    false
609    6    37    180.17769007288334    false
610    6    38    180.7097119692243    false
611    6    39    181.59295140505867    false
612    6    40    182.82231811242303    false
613    6    41    184.39088914585776    false
614    6    42    186.29009635512028    false
615    6    43    201.79197209007103    false
616    6    44    200.0399960007998    false
617    6    45    198.59506539690256    false
618    6    46    197.46392075515973    false
619    6    47    196.65197685250968    false
620    6    48    196.16319736382766    false
621    6    49    196.0    false
622    6    50    204.0    false
623    6    51    204.15680248279753    false
624    6    52    204.6264889988586    false
625    6    53    205.40691322348428    false
626    6    54    206.49455198624491    false
627    6    55    207.88458336298052    false
628    6    56    209.57099035887578    false
629    6    57    211.54668515483763    false
630    6    58    203.8430768998545    false
631    6    59    188.50994668717087    false
632    6    60    191.03926298015284    false
633    6    61    200.60907257649143    false
634    6    62    208.12496246245908    false
635    6    63    216.33307652783935    false
636    6    64    219.1255347968374    false
637    6    65    226.59214461229675    false
638    6    66    231.4821807396846    false
639    6    67    228.0350850198276    false
640    6    68    235.762592452662    false
641    6    69    239.0983061420553    false
642    6    70    241.6278129686233    false
643    6    71    244.39312592624205    false
644    6    72    247.38633753705963    false
645    6    73    250.59928172283335    false
646    6    74    254.02362094891885    false
647    6    75    246.86838598735156    false
648    6    76    257.65092664300664    false
649    6    77    261.4727519264675    false
650    6    78    245.60130292814003    false
651    6    79    240.8318915758459    false
652    6    80    236.67699507979225    false
653    6    81    232.7230113246217    false
654    6    82    228.98034850178738    false
655    6    83    225.45953073667124    false
656    6    84    222.17110523198104    false
657    6    85    214.03737991294884    false
658    6    86    218.24756585125985    false
659    6    87    222.8272873774664    false
660    6    88    228.77936969928035    false
661    6    89    229.65191050805564    false
662    6    90    234.13671220037236    false
663    6    91    238.8053600738476    false
664    6    92    249.70382456021773    false
665    6    93    256.28109567426156    false
666    6    94    262.9372548727167    false
667    6    95    267.4023186137323    false
668    6    96    260.8601157708859    false
669    6    97    254.40125785852553    false
670    6    98    248.65236777477105    false
671    6    99    240.8318915758459    false
672    7    8    8.0    false
673    7    9    8.0    false
674    7    10    16.0    false
675    7    11    24.0    false
676    7    12    32.0    false
677    7    13    40.0    false
678    7    14    32.984845004941285    false
679    7    15    46.647615158762406    false
680    7    16    60.92618484691127    false
681    7    17    68.35202996254024    false
682    7    18    75.8946638440411    false
683    7    19    83.5224520712844    false
684    7    20    91.21403400793103    false
685    7    21    80.0    false
686    7    22    64.0    false
687    7    23    56.0    false
688    7    24    72.0    false
689    7    25    88.0    false
690    7    26    96.0    false
691    7    27    104.0    false
692    7    28    112.28535078094559    false
693    7    29    125.02799686470227    false
694    7    30    124.25779653607253    false
695    7    31    124.0    false
696    7    32    138.05795884337854    false
697    7    33    148.48568954616468    false
698    7    34    164.43843832875572    false
699    7    35    164.04877323527901    false
700    7    36    172.0    false
701    7    37    172.18594600024707    false
702    7    38    172.74258305351347    false
703    7    39    173.6663467687393    false
704    7    40    174.9514218290323    false
705    7    41    176.58992043715293    false
706    7    42    178.5721142843977    false
707    7    43    194.03092537015846    false
708    7    44    192.2082204277434    false
709    7    45    190.70395905696347    false
710    7    46    189.52572384771415    false
711    7    47    188.67962264113208    false
712    7    48    188.17013578142522    false
713    7    49    188.0    false
714    7    50    196.0    false
715    7    51    196.16319736382766    false
716    7    52    196.65197685250968    false
717    7    53    197.46392075515973    false
718    7    54    198.59506539690256    false
719    7    55    200.0399960007998    false
720    7    56    201.79197209007103    false
721    7    57    203.8430768998545    false
722    7    58    196.16319736382766    false
723    7    59    180.88670487352022    false
724    7    60    183.52111595127138    false
725    7    61    193.13207915827965    false
726    7    62    200.60907257649143    false
727    7    63    208.806130178211    false
728    7    64    211.69789795838787    false
729    7    65    219.1255347968374    false
730    7    66    223.89283150650448    false
731    7    67    220.32702966272657    false
732    7    68    228.0350850198276    false
733    7    69    231.4821807396846    false
734    7    70    234.0939982143925    false
735    7    71    236.9472515139182    false
736    7    72    240.03333101883996    false
737    7    73    243.34337878808208    false
738    7    74    246.86838598735156    false
739    7    75    239.76655313033135    false
740    7    76    250.59928172283335    false
741    7    77    254.52701231892854    false
742    7    78    238.72997298202839    false
743    7    79    234.0939982143925    false
744    7    80    229.8173187555716    false
745    7    81    225.7432169523594    false
746    7    82    221.8828519737386    false
747    7    83    218.24756585125985    false
748    7    84    214.84878403193255    false
749    7    85    206.73654732533385    false
750    7    86    211.09239683134018    false
751    7    87    215.82400237230334    false
752    7    88    221.96396103872357    false
753    7    89    223.00672635595546    false
754    7    90    227.62249449472256    false
755    7    91    232.42202993692314    false
756    7    92    243.21184181696418    false
757    7    93    249.70382456021773    false
758    7    94    256.28109567426156    false
759    7    95    260.8601157708859    false
760    7    96    254.40125785852553    false
761    7    97    248.03225596683993    false
762    7    98    242.52834885843757    false
763    7    99    234.91274976041638    false
764    8    9    11.313708498984761    false
765    8    10    17.88854381999832    false
766    8    11    25.298221281347036    false
767    8    12    32.984845004941285    false
768    8    13    40.792156108742276    false
769    8    14    32.0    false
770    8    15    43.08131845707603    false
771    8    16    58.240879114244144    false
772    8    17    65.96969000988257    false
773    8    18    73.7563556583431    false
774    8    19    81.58431221748455    false
775    8    20    89.44271909999159    false
776    8    21    80.39900496896712    false
777    8    22    64.4980619863884    false
778    8    23    56.568542494923804    false
779    8    24    72.44308110509934    false
780    8    25    88.36288813749809    false
781    8    26    96.33275663033837    false
782    8    27    104.30723848324239    false
783    8    28    112.0    false
784    8    29    124.25779653607253    false
785    8    30    124.0    false
786    8    31    124.25779653607253    false
787    8    32    138.05795884337854    false
788    8    33    148.05404418657398    false
789    8    34    164.04877323527901    false
790    8    35    164.04877323527901    false
791    8    36    172.18594600024707    false
792    8    37    172.0    false
793    8    38    172.18594600024707    false
794    8    39    172.74258305351347    false
795    8    40    173.6663467687393    false
796    8    41    174.9514218290323    false
797    8    42    176.58992043715293    false
798    8    43    192.2082204277434    false
799    8    44    190.70395905696347    false
800    8    45    189.52572384771415    false
801    8    46    188.67962264113208    false
802    8    47    188.17013578142522    false
803    8    48    188.0    false
804    8    49    188.17013578142522    false
805    8    50    196.16319736382766    false
806    8    51    196.0    false
807    8    52    196.16319736382766    false
808    8    53    196.65197685250968    false
809    8    54    197.46392075515973    false
810    8    55    198.59506539690256    false
811    8    56    200.0399960007998    false
812    8    57    201.79197209007103    false
813    8    58    194.03092537015846    false
814    8    59    178.5721142843977    false
815    8    60    180.88670487352022    false
816    8    61    190.3785702225962    false
817    8    62    197.9595918363139    false
818    8    63    206.18438350175796    false
819    8    64    208.806130178211    false
820    8    65    216.33307652783935    false
821    8    66    221.44976857066254    false
822    8    67    218.28421839427605    false
823    8    68    226.06193841511666    false
824    8    69    229.12005586591496    false
825    8    70    231.4821807396846    false
826    8    71    234.0939982143925    false
827    8    72    236.9472515139182    false
828    8    73    240.03333101883996    false
829    8    74    243.34337878808208    false
830    8    75    236.13555429032706    false
831    8    76    246.86838598735156    false
832    8    77    250.59928172283335    false
833    8    78    234.67424230196207    false
834    8    79    229.8173187555716    false
835    8    80    225.7432169523594    false
836    8    81    221.8828519737386    false
837    8    82    218.24756585125985    false
838    8    83    214.84878403193255    false
839    8    84    211.69789795838787    false
840    8    85    203.53869410998982    false
841    8    86    207.57649192526594    false
842    8    87    212.00943375236866    false
843    8    88    217.81643647805828    false
844    8    89    218.58636736997119    false
845    8    90    223.00672635595546    false
846    8    91    227.62249449472256    false
847    8    92    238.5623608199751    false
848    8    93    245.17748673155128    false
849    8    94    251.87298386289865    false
850    8    95    256.28109567426156    false
851    8    96    249.70382456021773    false
852    8    97    243.21184181696418    false
853    8    98    237.39418695494632    false
854    8    99    229.53866776645717    false
855    9    10    8.0    false
856    9    11    16.0    false
857    9    12    24.0    false
858    9    13    32.0    false
859    9    14    25.298221281347036    false
860    9    15    40.0    false
861    9    16    53.665631459994955    false
862    9    17    60.92618484691127    false
863    9    18    68.35202996254024    false
864    9    19    75.8946638440411    false
865    9    20    83.5224520712844    false
866    9    21    72.0    false
867    9    22    56.0    false
868    9    23    48.0    false
869    9    24    64.0    false
870    9    25    80.0    false
871    9    26    88.0    false
872    9    27    96.0    false
873    9    28    104.30723848324239    false
874    9    29    117.09824934643558    false
875    9    30    116.27553482998907    false
876    9    31    116.0    false
877    9    32    130.06152390311286    false
878    9    33    140.51334456200237    false
879    9    34    156.46085772486356    false
880    9    35    156.05127362504928    false
881    9    36    164.0    false
882    9    37    164.19500601419034    false
883    9    38    164.77863939236784    false
884    9    39    165.74679484080528    false
885    9    40    167.09278859364338    false
886    9    41    168.80758276807353    false
887    9    42    170.88007490635061    false
888    9    43    186.29009635512028    false
889    9    44    184.39088914585776    false
890    9    45    182.82231811242303    false
891    9    46    181.59295140505867    false
